Analysis group,Analysis number,Analysis name,Analysis group name,Data source,Data source eligibility,Data type,Log-scale data,Outcome,Intervention grouping,Experimental intervention,Control intervention,Subgroup by,Filter criteria,Experimental group label,Control group label,Statistical method,Effect measure,Unit of effect measure,Analysis model,Heterogeneity estimator,Tau² CI,Subgroup estimates,Overall estimates,Test for subgroup differences,Prediction interval,Swap event and non-event,CI method,CI/PI level,Experimental cases,Experimental N,Control cases,Control N,Mean,CI start,CI end,PI start,PI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,Subgroup Chi²,Subgroup df,Subgroup P,Subgroup I²,ID
1,11,Viral clearance,Systemic corticosteroids plus standard care versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Random effect,DL,false,false,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:460564144042101384
2,1,All-cause mortality up to 30 days,Subgroup analysis: respiratory support for the comparison of corticosteroids plus standard care versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,653,2470,1289,4667,0.914341,0.811976,1.02961,,,0.011786,,,14.595422,8,0.067506,45.188292,1.478277,,0.139334,7.593387,4,0.107661,47.322583,analysis:460564144043674251
3,1,All-cause mortality up to 30 days,Subgroup analysis: dexamethasone versus methylprednisolone versus hydrocortisone for the comparison of corticosteroids plus standard care versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,764,2937,1357,4961,0.903765,0.838346,0.97429,,,0.0,,,6.580114,9,0.680744,0.0,2.639357,,0.008306,0.677833,2,0.712542,0.0,analysis:460564144046557851
3,2,All-cause mortality up to 120 days,Subgroup analysis: dexamethasone versus methylprednisolone versus hydrocortisone for the comparison of corticosteroids plus standard care versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,89,244,97,241,0.735309,0.231227,2.338307,,,0.79706,,,9.34691,2,0.00934,78.602554,0.520896,,0.602439,1.84134,1,0.174794,45.69172,analysis:460564144050490025
3,3,Clinical improvement: discharged alive,Subgroup analysis: dexamethasone versus methylprednisolone versus hydrocortisone for the comparison of corticosteroids plus standard care versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Fixed effect,"#N/A",false,true,true,true,false,false,Wald,95%,1490,2289,2789,4497,1.071913,1.032739,1.112573,,,,,,10.553578,2,0.005109,81.049081,3.655849,,2.56E-4,6.518908,1,0.010673,84.660007,analysis:460564144051014319
4,1,All-cause mortality up to 30 days,Subgroup analysis: female versus male for the comparison of systemic corticosteroids versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,574,2290,1206,4498,0.897632,0.825827,0.975681,,,0.0,,,1.581719,5,0.903451,0.0,2.53873,,0.011126,0.596734,1,0.439827,0.0,analysis:460564144051276470
5,1,All-cause mortality up to 30 days,Subgroup analysis: < 70 years versus ≥ 70 years for the comparison of systemic corticosteroids versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,574,2283,1206,4498,0.881993,0.708808,1.097493,,,0.042746,,,21.656236,5,6.09E-4,76.911962,1.125872,,0.26022,15.819601,1,7.0E-5,93.678728,analysis:460564144052062912
6,1,All-cause mortality up to 30 days,"Subgroup analysis: White versus Black, Asian or minority ethnic group versus unknown for the comparison of systemic corticosteroids versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19",Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,489,2139,1115,4350,0.790783,0.602123,1.038556,,,0.044557,,,9.014408,3,0.0291,66.719945,1.687922,,0.091426,8.822584,2,0.01214,77.330905,analysis:460564144052587210
7,1,All-cause mortality up to 30 days,Subgroup analysis: high-income countries versus low- and middle-income countries for the comparison of corticosteroids plus standard care versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,764,2937,1357,4961,0.903765,0.838346,0.97429,,,0.0,,,6.580114,9,0.680744,0.0,2.639357,,0.008306,0.642003,1,0.422987,0.0,analysis:460564144053373651
7,2,All-cause mortality up to 120 days,Subgroup analysis: high-income countries versus low- and middle-income countries for the comparison of corticosteroids plus standard care versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,88,244,96,241,0.743584,0.200717,2.754716,,,1.031897,,,9.547934,2,0.008447,79.05306,0.443411,,0.657469,2.168731,1,0.140842,53.890094,analysis:460564144054160096
7,3,Clinical improvement: discharged alive,Subgroup analysis: high-income countries versus low- and middle-income countries for the comparison of corticosteroids plus standard care versus standard care (plus/minus placebo) for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Corticosteroids plus standard care,Standard care (plus/minus placebo),MH,Risk Ratio,,Fixed effect,"#N/A",false,true,true,true,false,false,Wald,95%,1490,2289,2789,4497,1.071913,1.032739,1.112573,,,,,,10.553578,2,0.005109,81.049081,3.655849,,2.56E-4,8.604479,1,0.003353,88.378146,analysis:460564144054684390
8,1,All-cause mortality up to 30 days,Methylprednisolone versus dexamethasone for hospitalised individuals with a confirmed or suspected diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,Methylprednisolone,Dexamethasone,MH,Risk Ratio,,Random effect,DL,false,false,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:460564144055470829
9,1,All-cause mortality up to 30 days,High-dose dexamethasone (12 mg/d or higher) versus low-dose dexamethasone (6 to 8 mg/d) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone (12mg or higher),Low-dose dexamethasone (6-8mg),MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,159,638,180,631,0.869656,0.727662,1.039359,,,0.0,,,0.825592,2,0.661798,0.0,1.535515,,0.124657,,,,,analysis:460564144055470832
9,2,All-cause mortality up to 120 days,High-dose dexamethasone (12 mg/d or higher) versus low-dose dexamethasone (6 to 8 mg/d) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone (12mg or higher),Low-dose dexamethasone (6-8mg),MH,Risk Ratio,,Fixed effect,"#N/A",false,true,true,true,false,false,Wald,95%,218,717,219,666,0.925691,0.793381,1.080066,,,,,,6.561254,3,0.087278,54.277033,0.981206,,0.326491,,,,,analysis:460564144056519412
9,3,Clinical improvement: discharged alive,High-dose dexamethasone (12 mg/d or higher) versus low-dose dexamethasone (6 to 8 mg/d) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone (12mg or higher),Low-dose dexamethasone (6-8mg),MH,Risk Ratio,,Random effect,DL,false,false,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:460564144057567993
9,4,Serious adverse events,High-dose dexamethasone (12 mg/d or higher) versus low-dose dexamethasone (6 to 8 mg/d) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone (12mg or higher),Low-dose dexamethasone (6-8mg),MH,Risk Ratio,,Random effect,DL,false,false,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:460564144057567995
9,5,Adverse events,High-dose dexamethasone (12 mg/d or higher) versus low-dose dexamethasone (6 to 8 mg/d) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone,Low-dose dexamethasone,MH,Risk Ratio,,Random effect,DL,false,false,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:460564144058092286
9,6,Hospital-acquired infections,High-dose dexamethasone (12 mg/d or higher) versus low-dose dexamethasone (6 to 8 mg/d) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone (12mg or higher),Low-dose dexamethasone (6-8mg),MH,Risk Ratio,,Random effect,DL,false,false,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:460564144058092288
9,7,Invasive fungal infections,High-dose dexamethasone (12 mg/d or higher) versus low-dose dexamethasone (6 to 8 mg/d) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone,Low-dose dexamethasone,MH,Risk Ratio,,Random effect,DL,false,false,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:460564144058354435
10,1,All-cause mortality up to 30 days,Subgroup analysis: female versus male for the comparison of high-dose dexamethasone (12 mg or higher) versus low-dose dexamethasone (6 mg to 8mg) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone,Low-dose dexamethasone,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,153,540,174,529,0.865499,0.722038,1.037464,,,0.0,,,1.844817,3,0.605231,0.0,1.562203,,0.11824,0.010163,1,0.919701,0.0,analysis:460564144058354439
10,2,All-cause mortality up to 120 days,Subgroup analysis: female versus male for the comparison of high-dose dexamethasone (12 mg or higher) versus low-dose dexamethasone (6 mg to 8mg) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone,Low-dose dexamethasone,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,180,539,203,527,0.872888,0.743894,1.024252,,,0.0,,,0.98976,3,0.80373,0.0,1.666267,,0.09566,0.286999,1,0.59215,0.0,analysis:460564144058878734
11,1,All-cause mortality up to 30 days,Subgroup analysis: < 70 years versus ≥ 70 years for the comparison of high-dose dexamethasone (12 mg or higher) versus low-dose dexamethasone (6 mg to 8mg) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone,Low-dose dexamethasone,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,153,540,174,529,0.872837,0.733829,1.038176,,,0.0,,,1.271781,3,0.735845,0.0,1.536663,,0.124376,0.352281,1,0.552825,0.0,analysis:460564144059403030
11,2,All-cause mortality up to 120 days,Subgroup analysis: < 70 years versus ≥ 70 years for the comparison of high-dose dexamethasone (12 mg or higher) versus low-dose dexamethasone (6 mg to 8mg) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexametheasone,Low-dose dexamethasone,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,180,539,203,527,0.88237,0.759032,1.025748,,,0.0,,,2.302124,3,0.512114,0.0,1.629034,,0.103306,1.092628,1,0.29589,8.477584,analysis:460564144059927325
12,1,All-cause mortality up to 30 days,Subgroup analysis: high-income countries versus low- and middle-income countries for the comparison of high-dose dexamethasone (12 mg or higher) versus low-dose dexamethasone (6 mg to 8mg) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone (12mg or higher),Low-dose dexamethasone (6-8mg),MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,159,638,180,631,0.869656,0.727662,1.039359,,,0.0,,,0.825592,2,0.661798,0.0,1.535515,,0.124657,0.680986,1,0.409248,0.0,analysis:460564144060451621
12,2,All-cause mortality up to 120 days,Subgroup analysis: high-income countries versus low- and middle-income countries for the comparison of high-dose dexamethasone (12 mg or higher) versus low-dose dexamethasone (6 mg to 8mg) for hospitalised individuals with a confirmed diagnosis of symptomatic COVID-19,Custom input,"#N/A",Dichotomous,true,,,,,,,High-dose dexamethasone (12mg or higher),Low-dose dexamethasone (6-8mg),MH,Risk Ratio,,Fixed effect,"#N/A",false,true,true,true,false,false,Wald,95%,218,717,219,666,0.925691,0.793381,1.080066,,,,,,6.561254,3,0.087278,54.277033,0.981206,,0.326491,4.912065,1,0.02667,79.641963,analysis:460564144060713771
